The Cry of the Owl	0	0	Contemporary Fiction	""	""	6.2	1244	R	Thriller/Suspense	11500000	27-Nov-09	14	""	Based on Book/Short Story	""
Cry Wolf	10047674	15585495	Contemporary Fiction	""	Focus/Rogue Pictures	6.4	372	PG-13	Thriller/Suspense	1000000	16-Sep-05	24	""	Original Screenplay	""
Crazy Heart	39462438	47163756	Contemporary Fiction	""	Fox Searchlight	7.4	17255	R	Drama	8500000	16-Dec-09	92	""	Original Screenplay	13929671
crazy/beautiful	16929123	19929123	Contemporary Fiction	""	Walt Disney Pictures	6.3	12102	PG-13	Drama	13000000	29-Jun-01	""	""	Original Screenplay	""
The Last Castle	18208078	20541668	Contemporary Fiction	Rod Lurie	Dreamworks SKG	6.5	21621	R	Drama	60000000	19-Oct-01	52	""	Original Screenplay	""
Clockstoppers	36985501	38788828	Science Fiction	Jonathan Frakes	Paramount Pictures	5	6392	PG	Adventure	26000000	29-Mar-02	28	94	Original Screenplay	""
Catch That Kid	16703799	16930762	Contemporary Fiction	""	20th Century Fox	4.7	3038	PG	Adventure	18000000	6-Feb-04	""	""	Remake	""
Cats & Dogs	93375151	200700000	Contemporary Fiction	""	Warner Bros.	5.2	16912	PG	Comedy	60000000	4-Jul-01	53	91	Original Screenplay	""
The City of Your Final Destination	493296	493296	Contemporary Fiction	James Ivory	Hyde Park Films	6.6	430	PG-13	Drama	8300000	16-Apr-10	40	114	Based on Book/Short Story	""
Cidade de Deus	7563397	28763397	Contemporary Fiction	Katia Lund	Miramax	8.8	166897	R	Drama	3300000	17-Jan-03	""	""	Based on Book/Short Story	""
City of Ghosts	325491	325491	Contemporary Fiction	Matt Dillon	MGM	5.9	2880	R	Drama	17500000	25-Apr-03	""	""	Original Screenplay	""
City by the Sea	22433915	22433915	Contemporary Fiction	Michael Caton-Jones	Warner Bros.	6.1	13487	R	Drama	40000000	6-Sep-02	48	""	Based on Magazine Article	""
The Cube	489220	489220	""	""	""	7.1	202	""	""	250000	11-Sep-98	""	""	""	""
Coyote Ugly	60786269	115786269	Contemporary Fiction	""	Walt Disney Pictures	5.3	33808	PG-13	Drama	45000000	4-Aug-00	21	101	Based on Real Life Events	""
Curious George	58640119	70114174	Contemporary Fiction	""	Universal	6.7	5393	G	Comedy	50000000	10-Feb-06	69	""	Based on Book/Short Story	47809786
Cursed	19294901	25114901	Fantasy	Wes Craven	Miramax/Dimension	4.8	14425	PG-13	Horror	35000000	25-Feb-05	""	""	Original Screenplay	""
Civil Brand	254293	254293	Contemporary Fiction	""	Lionsgate	4.9	340	R	Drama	500000	29-Aug-03	""	""	Original Screenplay	""
Cloudy with a Chance of Meatballs	124870275	139525862	Kids Fiction	Phil Lord	Sony Pictures	7.2	19913	PG	Comedy	100000000	18-Sep-09	86	90	Based on Book/Short Story	42574228
Charlie Wilson's War	66661095	118661095	Dramatization	Mike Nichols	Universal	7.3	43168	R	Drama	75000000	21-Dec-07	81	""	Based on Book/Short Story	17517037
Cyrus	7426671	8514729	""	Mark Duplass	Fox Searchlight	""	""	R	Comedy	7000000	18-Jun-10	81	""	Original Screenplay	""
Daddy Day Camp	13235267	18197398	Contemporary Fiction	""	Sony Pictures	2.4	6809	PG	Comedy	76000000	8-Aug-07	1	85	Original Screenplay	5405521
Daddy Day Care	104148781	164285587	Contemporary Fiction	Steve Carr	Sony Pictures	5.5	14944	PG	Comedy	60000000	9-May-03	28	92	Original Screenplay	""
The Black Dahlia	22672813	46672813	Historical Fiction	Brian De Palma	Universal	5.6	35210	R	Thriller/Suspense	60000000	15-Sep-06	33	121	Based on Book/Short Story	12350794
Diary of a Mad Black Woman	50406346	50425450	Contemporary Fiction	""	Lionsgate	4.9	5565	PG-13	Drama	5500000	25-Feb-05	16	116	Based on Play	""
Dance Flick	25662155	32092761	Contemporary Fiction	Damien Wayans	Paramount Pictures	3.4	5002	PG-13	Comedy	25000000	22-May-09	17	83	Original Screenplay	""
Dancer, Texas Pop. 81	574838	574838	Contemporary Fiction	""	Sony Pictures	""	""	PG	Comedy	2300000	1-May-98	80	""	Original Screenplay	""
Daredevil	102543518	179179718	Super Hero	Mark Steven Johnson	20th Century Fox	5.5	63574	PG-13	Action	80000000	14-Feb-03	44	105	Based on Comic/Graphic Novel	""
Dark City	14435076	27257061	Fantasy	Alex Proyas	New Line	7.8	62991	R	Thriller/Suspense	27000000	27-Feb-98	77	""	Original Screenplay	""
His Dark Materials: The Golden Compass	70107728	372234864	Fantasy	Chris Weitz	New Line	""	""	PG-13	Adventure	205000000	1-Dec-07	""	""	Based on Book/Short Story	41772382
Donnie Darko	1270522	4116307	Fantasy	Richard Kelly	Newmarket Films	8.3	210713	R	Drama	4500000	26-Oct-01	84	""	Original Screenplay	""
Dark Water	25473093	49473093	Fantasy	Walter Salles	Walt Disney Pictures	5.6	19652	PG-13	Thriller/Suspense	60000000	8-Jul-05	46	""	Remake	""
Win a Date with Tad Hamilton!	16980098	16980098	Contemporary Fiction	Robert Luketic	Dreamworks SKG	5.7	10366	PG-13	Romantic Comedy	24000000	23-Jan-04	52	""	Original Screenplay	""
Date Movie	48548426	84548426	Contemporary Fiction	Jason Friedberg	20th Century Fox	2.6	31821	PG-13	Comedy	20000000	17-Feb-06	6	""	Original Screenplay	18840886
Date Night	98711404	152253432	Contemporary Fiction	Shawn Levy	20th Century Fox	6.5	22925	PG-13	Comedy	55000000	9-Apr-10	67	""	Original Screenplay	19432795
Dawn of the Dead	58990765	102290765	Science Fiction	Zack Snyder	Universal	7.4	73875	R	Horror	28000000	19-Mar-04	76	100	Remake	""
Daybreakers	30101577	48969954	Science Fiction	Michael Spierig	Lionsgate	6.6	28241	R	Thriller/Suspense	20000000	8-Jan-10	""	""	Original Screenplay	11463099
Day of the Dead	0	0	Fantasy	Steve Miner	Warner Bros.	4.5	8395	R	Horror	18000000	8-Apr-08	""	""	Remake	""
The Great Debaters	30226144	30226144	Dramatization	Denzel Washington	Weinstein Co.	7.6	14530	PG-13	Drama	15000000	25-Dec-07	79	130	Based on Real Life Events	24133037
Double Jeopardy	116735231	177835231	Contemporary Fiction	Bruce Beresford	Paramount Pictures	6	28887	R	Action	40000000	24-Sep-99	25	105	Original Screenplay	""
Der Baader Meinhof Komplex	476270	16498827	""	""	Vitagraph Films	7.4	10383	R	""	19700000	21-Aug-09	""	149	""	""
Deep Blue Sea	73648228	165048228	Contemporary Fiction	Renny Harlin	Warner Bros.	5.6	44191	R	Action	60000000	28-Jul-99	57	105	Original Screenplay	""
Drive Me Crazy	17843379	22591451	Contemporary Fiction	John Schultz	20th Century Fox	5.1	6968	PG-13	Comedy	8000000	1-Oct-99	26	91	Based on Book/Short Story	""
Dave Chappelle's Block Party	11718595	12051924	Factual	Michel Gondry	Focus Features	""	""	R	Documentary	3000000	3-Mar-06	""	""	Based on Real Life Events	18713941
Dancer in the Dark	4157491	45557491	Contemporary Fiction	""	Fine Line	7.8	36542	R	Musical	12500000	22-Sep-00	68	""	Original Screenplay	""
Diary of the Dead	952620	4726656	Fantasy	George A. Romero	Weinstein Co.	6	20792	R	Horror	2750000	15-Feb-08	""	""	Original Screenplay	4653193
Dear John	80014842	112014842	Contemporary Fiction	Lasse Hallstrom	Sony/Screen Gems	7	246	PG-13	Drama	25000000	5-Feb-10	28	""	Based on Book/Short Story	19179552
Dear Wendy	23106	446438	""	Thomas Vinterberg	WellSpring	6.6	5574	Not Rated	Drama	8000000	23-Sep-05	37	""	Original Screenplay	""
D.E.B.S.	96793	96793	""	Angela Robinson	Samuel Goldwyn Films	5.1	6675	PG-13	Action	3500000	25-Mar-05	""	""	Original Screenplay	""
Deconstructing Harry	10686841	10686841	Contemporary Fiction	Woody Allen	Fine Line	7.2	16820	R	Romantic Comedy	20000000	12-Dec-97	70	""	Original Screenplay	""
Mr. Deeds	126293452	171269535	Contemporary Fiction	""	Sony Pictures	5.5	39756	PG-13	Comedy	50000000	28-Jun-02	22	96	Based on Book/Short Story	""
The Deep End of the Ocean	13508635	13508635	Contemporary Fiction	""	Sony Pictures	6	5790	PG-13	Drama	40000000	12-Mar-99	42	""	Based on Book/Short Story	""
Deep Rising	11203026	11203026	Contemporary Fiction	Stephen Sommers	Walt Disney Pictures	5.7	12484	R	Action	45000000	30-Jan-98	30	""	Original Screenplay	""
Definitely, Maybe	32241649	55534224	Contemporary Fiction	""	Universal	""	""	PG-13	Romantic Comedy	7000000	14-Feb-08	71	""	Original Screenplay	12928344
Death at a Funeral	42739347	42739347	Contemporary Fiction	Neil LaBute	Sony Pictures	5.1	6628	R	Comedy	21000000	16-Apr-10	38	""	Remake	9750680
DÈj‡ Vu	64038616	181038616	Science Fiction	Tony Scott	Walt Disney Pictures	7	66106	PG-13	Thriller/Suspense	80000000	22-Nov-06	""	126	Original Screenplay	40502497
Delgo	915840	915840	Kids Fiction	""	Freestyle Releasing	4.4	1177	PG	Adventure	40000000	12-Dec-08	12	88	Original Screenplay	""
Despicable Me	244885070	333572855	""	""	Universal	7.7	10529	PG	Comedy	69000000	9-Jul-10	80	95	""	""
Deuce Bigalow: European Gigolo	22400154	44400154	Contemporary Fiction	""	Sony Pictures	4.3	18228	R	Comedy	22000000	12-Aug-05	10	""	Original Screenplay	""
Deuce Bigalow: Male Gigolo	65535067	92935067	Contemporary Fiction	""	Walt Disney Pictures	5.6	25397	R	Comedy	18000000	10-Dec-99	23	88	Original Screenplay	""
The Devil's Own	42885593	140900000	Contemporary Fiction	Alan J. Pakula	Sony Pictures	5.8	21331	R	Thriller/Suspense	90000000	26-Mar-97	29	""	Based on Book/Short Story	""
Darkness Falls	32539681	32539681	Fantasy	""	Sony Pictures	4.6	12771	PG-13	Horror	7000000	24-Jan-03	8	86	Original Screenplay	""
Defiance	28644813	42268745	Historical Fiction	Edward Zwick	Paramount Vantage	5.9	362	R	Drama	50000000	31-Dec-08	56	""	Original Screenplay	13421577
A Dog of Flanders	2165637	2165637	Historical Fiction	""	Warner Bros.	5.9	482	PG	Drama	7000000	27-Aug-99	17	""	Based on Book/Short Story	""
Dragonfly	30063805	30063805	Fantasy	Tom Shadyac	Universal	5.8	14098	PG-13	Drama	60000000	22-Feb-02	7	104	Original Screenplay	""
The Dead Girl	19875	19875	Contemporary Fiction	""	First Look	6.8	7122	R	Thriller/Suspense	3300000	29-Dec-06	73	""	Original Screenplay	""
The Lords of Dogtown	11273517	11354893	Dramatization	Catherine Hardwicke	Sony/TriStar	""	""	PG-13	Action	25000000	3-Jun-05	""	""	Original Screenplay	""
Dick	6276869	6276869	Historical Fiction	Andrew Fleming	Sony Pictures	6.1	10451	PG-13	Comedy	13000000	4-Aug-99	70	""	Original Screenplay	""
Live Free or Die Hard	134529403	383531464	Contemporary Fiction	Len Wiseman	20th Century Fox	7.5	130559	PG-13	Action	110000000	27-Jun-07	82	128	Based on Book/Short Story	100774964
Digimon: The Movie	9628751	16628751	Kids Fiction	""	20th Century Fox	4.6	1727	PG	Adventure	5000000	6-Oct-00	""	""	Based on TV	""
Dirty Work	10020081	10020081	Contemporary Fiction	""	MGM	4.8	207	PG-13	Comedy	13000000	12-Jun-98	17	""	Original Screenplay	""
Banlieue 13	1200216	11208291	Science Fiction	Pierre Morel	Magnolia Pictures	7.1	21427	R	Action	15000000	2-Jun-06	""	85	Original Screenplay	""
Disaster Movie	14190901	34690901	Contemporary Fiction	Jason Friedberg	Lionsgate	1.7	34928	PG-13	Comedy	20000000	29-Aug-08	2	88	Original Screenplay	9859088
District 9	115646235	206552113	Science Fiction	Neill Blomkamp	Sony Pictures	8.3	151742	R	Thriller/Suspense	30000000	14-Aug-09	91	111	Original Screenplay	30058184
Disturbing Behavior	17507368	17507368	Contemporary Fiction	""	MGM	5.2	9394	R	Thriller/Suspense	15000000	24-Jul-98	30	83	Original Screenplay	""
Le Scaphandre et le Papillon	5990075	19689095	Dramatization	Julian Schnabel	Miramax	8	31172	PG-13	Drama	14000000	30-Nov-07	""	""	Based on Book/Short Story	2354497
Dark Blue	9237470	11933396	Contemporary Fiction	Ron Shelton	MGM	6.6	10881	R	Drama	15000000	21-Feb-03	57	""	Original Screenplay	""
Dreaming of Joseph Lees	7680	7680	""	""	Fox Searchlight	5.8	520	R	""	3250000	29-Oct-99	""	""	""	""
De-Lovely	13337299	18396382	Historical Fiction	""	MGM	6.5	6086	PG-13	Drama	4000000	25-Jun-04	49	""	Based on Real Life Events	""
Madea's Family Reunion	63257940	63308879	Contemporary Fiction	Tyler Perry	Lionsgate	3.9	5369	PG-13	Comedy	10000000	24-Feb-06	26	""	Based on Play	26508859
Dead Man on Campus	15064948	15064948	Contemporary Fiction	""	Paramount Pictures	5.6	7109	R	Black Comedy	14000000	21-Aug-98	15	93	Original Screenplay	""
Drowning Mona	15427192	15427192	Contemporary Fiction	""	Destination Films	5.3	7606	PG-13	Comedy	16000000	3-Mar-00	29	""	Original Screenplay	""
Diamonds	81897	81897	""	""	Miramax	5.3	976	PG-13	""	11900000	10-Dec-99	26	""	""	""
Doomsday	11008770	21621188	Science Fiction	""	Universal	6	34035	R	Action	33000000	14-Mar-08	48	""	Original Screenplay	8666480
Donkey Punch	19367	19367	Contemporary Fiction	""	Magnolia Pictures	5.4	4551	R	Thriller/Suspense	750000	23-Jan-09	""	""	Original Screenplay	""
Dinosaur	137748063	356148063	Kids Fiction	""	Walt Disney Pictures	6.2	13962	PG	Adventure	127500000	19-May-00	65	82	Original Screenplay	""
DOA: Dead or Alive	480314	2670860	Fantasy	Corey Yuen	Weinstein/Dimension	4.9	16646	PG-13	Action	30000000	15-Jun-07	34	""	Based on Game	1370874
Doogal	7578946	26942802	Kids Fiction	""	Weinstein Co.	2.5	2709	G	Adventure	20000000	2006-01-01	""	""	Based on TV	""
Dogma	30651422	43948865	Contemporary Fiction	Kevin Smith	Lionsgate	7.3	100476	R	Comedy	10000000	12-Nov-99	68	135	Original Screenplay	""
Domestic Disturbance	45207112	45207112	Contemporary Fiction	Harold Becker	Paramount Pictures	5.3	10778	PG-13	Thriller/Suspense	53000000	2-Nov-01	24	89	Original Screenplay	""
Domino	10169202	17759202	Dramatization	Tony Scott	New Line	5.9	32560	R	Action	50000000	14-Oct-05	19	133	Based on Real Life Events	15573570
Donnie Brasco	41954997	55954997	Dramatization	Mike Newell	Sony Pictures	7.7	65462	R	Drama	35000000	28-Feb-97	87	121	Based on Real Life Events	""
Doom	28212337	54612337	Science Fiction	Andrzej Bartkowiak	Universal	5.2	39473	R	Horror	70000000	21-Oct-05	19	""	Based on Game	28563264
Doubt	33422556	50923043	Historical Fiction	""	Miramax	""	""	PG-13	Drama	20000000	12-Dec-08	78	""	Based on Play	12876746
Doug's 1st Movie	19421271	19421271	Kids Fiction	""	Walt Disney Pictures	4.8	920	G	Adventure	5000000	26-Mar-99	""	77	Based on TV	""
Downfall	5501940	92101940	Dramatization	""	Newmarket Films	6.1	404	R	Drama	13500000	18-Feb-05	""	""	Based on Real Life Events	""
The Deep End	8823109	8823109	Contemporary Fiction	""	Fox Searchlight	6.6	6734	R	Thriller/Suspense	3000000	8-Aug-01	81	""	Based on Book/Short Story	""
Deep Impact	140464664	349464664	Science Fiction	Mimi Leder	Paramount Pictures	6	54160	PG-13	Adventure	80000000	8-May-98	47	120	Original Screenplay	""
The Departed	133311000	290539042	Contemporary Fiction	Martin Scorsese	Warner Bros.	8.5	264148	R	Drama	90000000	6-Oct-06	93	152	Remake	140689412
Dracula 2000	33000377	33000377	Contemporary Fiction	""	Miramax	4.8	14077	R	Horror	28000000	22-Dec-00	15	99	Original Screenplay	""
Death Race	36316032	72516819	Science Fiction	Paul Anderson	Universal	6.6	40611	R	Action	65000000	22-Aug-08	41	105	Remake	24667330
Drag Me To Hell	42100625	85724728	Fantasy	Sam Raimi	Universal	7.1	51343	PG-13	Horror	30000000	29-May-09	92	99	Original Screenplay	13123388
Crouching Tiger, Hidden Dragon	128067808	213200000	Historical Fiction	Ang Lee	Sony Pictures Classics	""	""	PG-13	Drama	15000000	8-Dec-00	""	120	Based on Book/Short Story	""
Derailed	36020063	54962616	Contemporary Fiction	""	Weinstein Co.	3.4	3317	R	Action	22000000	11-Nov-05	20	""	Based on Book/Short Story	27718572
Doctor Dolittle 2	112950721	176101721	Kids Fiction	Steve Carr	20th Century Fox	6	2993	PG	Comedy	72000000	22-Jun-01	""	87	Remake	""
Doctor Dolittle	144156605	294156605	Kids Fiction	Betty Thomas	20th Century Fox	5.2	25648	PG-13	Comedy	71500000	26-Jun-98	""	85	Remake	""
Dickie Roberts: Former Child Star	22734486	23734486	Contemporary Fiction	""	Paramount Pictures	5.5	6949	PG-13	Comedy	17000000	5-Sep-03	""	""	Original Screenplay	""
Drillbit Taylor	32862104	49686263	Contemporary Fiction	""	Paramount Pictures	5.9	19388	PG-13	Comedy	40000000	21-Mar-08	26	""	Original Screenplay	12040874
Driving Lessons	239962	239962	""	""	Sony Pictures Classics	6.7	5380	PG-13	""	4700000	13-Oct-06	48	98	""	""
Driven	32616869	54616869	Contemporary Fiction	Renny Harlin	Warner Bros.	4.2	18795	PG-13	Action	72000000	27-Apr-01	13	117	Original Screenplay	""
Darkness	22163442	34409206	Contemporary Fiction	""	Miramax/Dimension	5.3	9979	PG-13	Horror	10600000	25-Dec-04	4	""	Original Screenplay	""
I Dreamed of Africa	6543194	6543194	Contemporary Fiction	Hugh Hudson	Sony Pictures	5.2	2298	PG-13	Drama	34000000	5-May-00	9	""	Based on Book/Short Story	""
Dreamcatcher	33685268	75685268	Science Fiction	Lawrence Kasdan	Warner Bros.	5.3	34141	R	Drama	68000000	21-Mar-03	30	136	Based on Book/Short Story	""
Dreamgirls	103365956	154965956	Historical Fiction	Bill Condon	Paramount Pictures	6.6	28016	PG-13	Musical	75000000	15-Dec-06	78	130	Based on Musical/Opera	53674555
Detroit Rock City	4217115	4217115	Historical Fiction	""	New Line	6.4	15092	R	Comedy	16000000	13-Aug-99	47	""	Original Screenplay	""
Drop Dead Gorgeous	10571408	10571408	Contemporary Fiction	""	New Line	6.2	16344	PG-13	Comedy	10000000	23-Jul-99	45	""	Original Screenplay	""
Drumline	56398162	56398162	Contemporary Fiction	""	20th Century Fox	5.2	18165	PG-13	Comedy	20000000	13-Dec-02	81	118	Original Screenplay	""
The Legend of Drunken Master	11546543	11546543	Contemporary Fiction	""	Miramax	""	""	R	Action	2000000	20-Oct-00	""	""	Original Screenplay	""
Dinner Rush	638227	1075504	Contemporary Fiction	""	Access Motion Picture Group	7.2	2991	R	Drama	2000000	28-Sep-01	""	""	Original Screenplay	""
The Descent	26024456	57029609	Contemporary Fiction	""	Lionsgate	7.4	58176	R	Thriller/Suspense	7000000	4-Aug-06	""	99	Original Screenplay	22484444
DysFunkTional Family	2255000	2255000	Factual	""	Miramax	5.9	501	R	Concert/Performance	3000000	4-Apr-03	43	""	Original Screenplay	""
The Master of Disguise	40363530	40363530	Kids Fiction	""	Sony Pictures	3	10050	PG	Comedy	16000000	2-Aug-02	2	80	Original Screenplay	""
Desert Blue	99147	99147	""	""	Goldwyn Entertainment	6	1412	R	""	5000000	4-Jun-99	""	""	""	""
Disturbia	80209692	117573043	Contemporary Fiction	D.J. Caruso	Paramount Pictures	7	72231	PG-13	Thriller/Suspense	20000000	13-Apr-07	68	104	Original Screenplay	34508128
Double Take	29823162	29823162	Contemporary Fiction	""	Walt Disney Pictures	6.8	162	PG-13	Action	24000000	12-Jan-01	12	88	Remake	""
Death at a Funeral	8580428	34743644	Contemporary Fiction	Frank Oz	MGM	5.1	6628	R	Comedy	20000000	17-Aug-07	61	90	Original Screenplay	""
Deterrence	144583	371647	""	""	""	6.3	1776	R	Thriller/Suspense	800000	10-Mar-00	45	""	""	""
Dirty Pretty Things	8112414	13904766	Contemporary Fiction	Stephen Frears	Miramax	7.5	18554	R	Drama	10000000	18-Jul-03	""	""	Original Screenplay	""
Dudley Do-Right	9818792	9818792	Kids Fiction	Hugh Wilson	Universal	3.6	4628	PG	Comedy	22000000	27-Aug-99	14	""	Based on TV	""
Duets	4734235	4734235	Contemporary Fiction	""	Walt Disney Pictures	5.7	5340	R	Drama	16000000	15-Sep-00	21	""	Original Screenplay	""
The Dukes of Hazzard	80270227	110570227	Contemporary Fiction	Jay Chandrasekhar	Warner Bros.	4.7	27016	PG-13	Comedy	53000000	5-Aug-05	13	105	Based on TV	""
Duma	870067	994790	""	""	Warner Bros.	7.2	2966	PG	Adventure	12000000	30-Sep-05	93	""	Based on Book/Short Story	""
Dumb and Dumberer: When Harry Met Lloyd	26214846	26214846	Contemporary Fiction	""	New Line	3.3	14813	PG-13	Comedy	30000000	13-Jun-03	10	85	Original Screenplay	""
Dungeons & Dragons 2: The Elemental Might	0	909822	Fantasy	""	Warner Bros.	""	""	""	""	15000000	8-Oct-05	""	""	Based on Game	""
Dungeons and Dragons	15185241	33771965	Fantasy	""	New Line	3.6	16954	PG-13	Adventure	35000000	8-Dec-00	""	""	Based on Game	""
Duplex	9652000	10070651	Contemporary Fiction	Danny De Vito	Miramax	5.7	19238	PG-13	Comedy	40000000	26-Sep-03	""	""	Original Screenplay	""
You, Me and Dupree	75802010	130402010	Contemporary Fiction	""	Universal	6.1	164	PG-13	Comedy	54000000	14-Jul-06	21	""	Original Screenplay	41651251
Devil's Advocate	61007424	153007424	Contemporary Fiction	Taylor Hackford	Warner Bros.	""	""	R	Drama	57000000	17-Oct-97	""	144	Based on Book/Short Story	""
The Da Vinci Code	217536138	757236138	Contemporary Fiction	Ron Howard	Sony Pictures	6.4	116903	PG-13	Thriller/Suspense	125000000	19-May-06	25	""	Based on Book/Short Story	100178981
D-War	10977721	79915361	Fantasy	""	Freestyle Releasing	3.8	14081	PG-13	Action	32000000	14-Sep-07	""	90	Traditional/Legend/Fairytale	7614486
Deuces Wild	6044618	6044618	Historical Fiction	""	MGM	5.3	4010	R	Drama	10000000	3-May-02	3	""	Original Screenplay	""
Down to Earth	64172251	71172251	Fantasy	Paul Weitz	Paramount Pictures	5	9193	PG-13	Comedy	30000000	16-Feb-01	19	87	Remake	""
Down to You	20035310	20035310	Contemporary Fiction	""	Miramax	4.4	7095	PG-13	Romantic Comedy	9000000	21-Jan-00	3	92	Original Screenplay	""
I'm Not There	4017609	11498547	Dramatization	Todd Haynes	Weinstein Co.	7.1	23078	R	Drama	20000000	21-Nov-07	76	""	Based on Real Life Events	6017494
Easy A	21056221	22156221	Contemporary Fiction	""	Sony/Screen Gems	7.7	483	PG-13	Comedy	8000000	17-Sep-10	80	""	Based on Book/Short Story	""
The Eclipse	133411	133411	""	""	Magnolia Pictures	6.2	790	R	""	3000000	26-Feb-10	""	""	""	""
Edge of Darkness	43313890	78739628	Contemporary Fiction	Martin Campbell	Warner Bros.	6.7	24174	R	Drama	60000000	29-Jan-10	55	""	Based on TV	12665512
EDtv	22508689	35319689	Contemporary Fiction	Ron Howard	Universal	6	21734	PG-13	Comedy	60000000	26-Mar-99	62	122	Original Screenplay	""
An Education	12574914	14134502	Dramatization	""	Sony Pictures Classics	7.5	22855	PG-13	Drama	7500000	9-Oct-09	94	""	Based on Factual Book/Article	1765115
East is East	4170647	4170647	Contemporary Fiction	""	Miramax	6.7	8351	R	Comedy	3000000	14-Apr-00	""	""	Based on Play	""
8 Heads in a Duffel Bag	3602884	4002884	Contemporary Fiction	""	Orion Pictures	4.8	5127	R	Black Comedy	3000000	18-Apr-97	11	""	Original Screenplay	""
Eagle Eye	101440743	178066569	Contemporary Fiction	D.J. Caruso	Paramount Pictures	6.6	52336	PG-13	Thriller/Suspense	80000000	26-Sep-08	27	117	Original Screenplay	38374936
8MM	36443442	96398826	Contemporary Fiction	Joel Schumacher	Sony Pictures	6.3	47753	R	Thriller/Suspense	40000000	26-Feb-99	22	119	Original Screenplay	""
Iris	5580479	15035827	Dramatization	""	Miramax	5.8	44	R	Drama	5500000	14-Dec-01	79	""	Based on Book/Short Story	""
Election	14943582	14943582	Contemporary Fiction	Alexander Payne	Paramount Pictures	7.4	37454	R	Black Comedy	8500000	23-Apr-99	92	103	Based on Book/Short Story	""
Elektra	24409722	56409722	Super Hero	""	20th Century Fox	4.9	27283	PG-13	Action	65000000	14-Jan-05	10	""	Spin-Off	""
Elf	173398518	220443451	Kids Fiction	Jon Favreau	New Line	6.8	42123	PG	Comedy	32000000	7-Nov-03	84	95	Original Screenplay	""
Elizabeth	30082699	82150642	Dramatization	Shekhar Kapur	Gramercy	7.6	33773	R	Drama	25000000	6-Nov-98	81	124	Based on Real Life Events	""
Ella Enchanted	22913677	22913677	Fantasy	""	Miramax	6.3	12020	PG	Comedy	35000000	9-Apr-04	49	96	Based on Book/Short Story	""
Once Upon a Time in Mexico	56330657	98156459	Contemporary Fiction	Robert Rodriguez	Sony Pictures	6.2	54413	R	Action	29000000	12-Sep-03	68	102	Original Screenplay	""
The Adventures of Elmo in Grouchland	11634458	11634458	Kids Fiction	""	Sony Pictures	5.4	1059	G	Comedy	17000000	1-Oct-99	76	""	Based on TV	""
The Emperor's Club	14060950	16124074	Historical Fiction	""	Universal	6.7	8165	PG-13	Drama	12500000	22-Nov-02	50	""	Based on Book/Short Story	""
Empire	17504595	18495444	Contemporary Fiction	""	Universal	6.5	63	R	Drama	3500000	6-Dec-02	21	""	Original Screenplay	""
La marche de l'empereur	77437223	129437223	Factual	""	Warner Independent	7.8	23674	G	Documentary	3400000	24-Jun-05	""	80	Based on Real Life Events	""
Employee of the Month	28444855	38117718	Contemporary Fiction	""	Lionsgate	5.4	17845	PG-13	Comedy	10000000	6-Oct-06	20	103	Original Screenplay	21177885
The Emperor's New Groove	89296573	169296573	Kids Fiction	Mark Dindal	Walt Disney Pictures	7.4	23355	G	Adventure	100000000	15-Dec-00	85	78	Original Screenplay	""
Enchanted	127706877	340384141	Fantasy	Kevin Lima	Walt Disney Pictures	7.5	55697	PG	Romantic Comedy	85000000	21-Nov-07	92	108	Original Screenplay	87698079
The End of the Affair	10660147	10660147	Historical Fiction	Neil Jordan	Sony Pictures	6.9	9969	R	Drama	23000000	3-Dec-99	67	""	Based on Book/Short Story	""
End of Days	66889043	212026975	Fantasy	Peter Hyams	Universal	5.4	43513	R	Action	100000000	24-Nov-99	11	120	Original Screenplay	""
End of the Spear	11748661	11748661	Historical Fiction	""	M Power Releasing	6.7	2884	PG-13	Drama	10000000	20-Jan-06	""	""	Original Screenplay	""
Enemy at the Gates	51396781	96971293	Historical Fiction	Jean-Jacques Annaud	Paramount Pictures	7.4	59916	R	Drama	85000000	16-Mar-01	53	131	Based on Real Life Events	""
Enemy of the State	111549836	250649836	Contemporary Fiction	Tony Scott	Walt Disney Pictures	7.2	66700	R	Action	85000000	20-Nov-98	70	127	Original Screenplay	""
Entrapment	87707396	211700000	Contemporary Fiction	Jon Amiel	20th Century Fox	6.1	40764	PG-13	Thriller/Suspense	66000000	30-Apr-99	38	112	Original Screenplay	""
Enough	39177215	39177215	Contemporary Fiction	Michael Apted	Sony Pictures	6.5	92	PG-13	Thriller/Suspense	38000000	24-May-02	21	115	Original Screenplay	""
Envy	13548322	14566246	Contemporary Fiction	Barry Levinson	Dreamworks SKG	4.6	15655	PG-13	Comedy	20000000	30-Apr-04	7	""	Original Screenplay	""
Epic Movie	39739367	86858578	Contemporary Fiction	Jason Friedberg	20th Century Fox	2.2	48975	PG-13	Comedy	20000000	26-Jan-07	2	86	Original Screenplay	16839362
Eragon	75030163	249488115	Fantasy	""	20th Century Fox	5	43555	PG	Adventure	100000000	15-Dec-06	16	102	Based on Book/Short Story	87700229
Erin Brockovich	125548685	258400000	Dramatization	Steven Soderbergh	Universal	7.2	54977	R	Drama	50000000	17-Mar-00	83	133	Based on Real Life Events	""
Elizabethtown	26850426	50719373	Contemporary Fiction	Cameron Crowe	Paramount Pictures	6.4	31775	PG-13	Drama	54000000	14-Oct-05	28	133	Original Screenplay	15854391
